LeadExternalId,AccountExternalId,FirstName,LastName,Title,Company,Email,Phone,Status,LeadSource,Country,CreatedDate
93b9e84b-c3f2-47b5-ab42-1e3499f95dc7,2a99510d8db869585d7d2b299e5d3c90db0ad2b5220e2ea843d43c060b3016e9,Nicholas,Reyes,Director,Sanchez PLC,nicholas.reyes@lara.com,377-102-9589x57895,working - contacted,Phone Inquiry,Malta,2024-12-04T21:30:23Z
45087f83-de5d-4c1d-8f62-43a036d49060,b7f37d27a893025d2e17197014e9510209d98c04b488517da26b812744cc5cc2,Mark,Andrews,Analyst,"Brown, Owens and Williams",mark.andrews@alexander.com,7291412911,Open - Not Contacted,Partner,India,2025-09-03T21:30:23Z
daa39ada-45d0-44b2-b65b-d9d52a48361a,987b8dfc8528bb4c4514e82d921a0fedcc624002aa03dbed58a05c511f82c343,Heather,Morrow,Manager,"Russo, Wilkins and Smith",heather.morrow@parks.com,9174826233,Working - Contacted,,Monaco,2025-10-02
0fa16212-65d6-4f58-a252-b47c1b0b9c42,8c426ea9bf762517b65d2eeea72c164a21c32fc434f81a937dc9b7fc867ec550,Leslie,Chen,Engineer,"Jackson, Wilson and Parker",leslie.chen@bradley.com,(470)906-3719x20727,Closed - Converted,Advertisement,Malaysia,2025-06-07
7b271fe4-4ce4-4bc6-856e-3c23bd62c046,168d219f9a3b601fd8ff3b31784521e8374c5508d84e29661a3128de081743ef,Anthony,Anderson,VP,"Graham, Mcknight And Chang",anthony.anderson@kidd.com,141.386.7194,Closed - Not Converted,Partner,Saint Vincent and the Grenadines,2025-03-12
294a9098-3146-4ce8-8af6-96ad60a9e9be,2f68b4107d827bf5b92a48a028092a7cfcff6470be3e3aabd98d4ad2ade3b8c0,Tommy,Foster,Data Engineer,"Chang, Parsons and Arroyo",tommy.foster@martinez.net,+1-229-923-1610x3423,Closed - Not Converted,Web,Reunion,12/08/2024
78fdc417-40e2-4856-8bdb-caed63e5c48d,0bc13ffaac849019509d218fc1e2b1114b8ab88589905ff15c29b626f26c1f63,Erin,Thomas,Engineer,"Collins, Fritz and Rogers",erin.thomas@jackson-williams.com,+1-942-845-7394x151,Working - Contacted,Phone Inquiry,Wallis and Futuna,2025-01-24
b8c79616-212c-4edd-9cac-d6f8c9cb6aa4,8dd0511f0bfd3ffa8175cd23d5e5b90bafd3cb07a22a77f6b95199d104e31098,Angelica,Mathews,Data Engineer,Moreno-Norton,angelica.mathews@rivera-collins.com,905-923-1387x067,Closed - Converted,Web,Mozambique,02/23/2025
f315d6c3-6be2-4771-bbae-d4359a29538b,0515e9621d6567bec584ae673fb6da4a7ea41b8aeb6b36e2597eec0310b0f8e9,Rebecca,Huffman,Data Engineer,"Ellis, Johnson and Rowe",rebecca.huffman@jones.com,+1-312-498-5909x5823,Closed - Not Converted,,Israel,02/03/2025
22f87195-22b9-4597-aea6-2b686fac7dcc,79bf85cc79158e954b31dc68c09f3dc01fd554c5e29766c2a61667b80c4acd92,Calvin,Alvarado,Director,"West, Barnett and Nichols",calvin.alvarado@smith.com,,Closed - Not Converted,Phone Inquiry,Switzerland,2024-11-06T21:30:23Z
de3adc59-cd5e-421f-99d8-78e8cddb5132,c828100fcb3a587ab29cea207642db863c4a61ca2310a0093ac9807a9491cbed,Mary,Reed,Analyst,Jones-Schwartz,mary.reed@mendez-cooper.com,+1-406-339-9780x86798,Closed - Not Converted,Partner,Montserrat,2025-09-19
9fb266cd-1d9c-488e-9992-363f3f314f3f,64e03adaaf552dbfa33680dfc33af090a8f73f8f74b829def711eed665b047cc,Adam,Odom,Engineer,"Orozco, Kerr And Bush",adam.odom@patel.org,001-155-495-1893x4903,working - contacted,Trade Show,Sweden,2025-06-02
c461885f-3686-4596-884d-94c2c1b021a6,c88f27ab9abb60ebcec7065ccf7b59dd008b1acbbc7d2179de1077e46af288f8,Curtis,Griffin,Engineer,"Pope, Johnson And Wilson",curtis.griffin@barton.com,+1-181-169-9078x5452,Working - Contacted,Referral,Eritrea,2025-01-31
5f8e3672-6f69-43cc-a8b2-2c6ae6686972,9f8d00bd428bdbc0fc290fc202e7699c4d24bebb1debcc96749879dd963cf08a,Paul,Reese,Manager,Harris-Lawrence,paul.reese@patterson.info,,Closed - Converted,Trade Show,Kuwait,2024-12-29T21:30:23Z
59518d1e-7fb5-4f3f-9e8f-b23f23856471,202014bf3531c420430704593fcc87e795aaf3b5ccd88aa4c20a36d97397fc83,Bobby,Johnson,Analyst,Ramos Group,bobby.johnson@olson.com,(254)542-3234,working - contacted,Trade Show,Bermuda,10/26/2024
866ab5b3-06a6-4e30-bffa-9b4ef9c3c28e,c28b61f9b92577464a14007c71d722fdbef37fbeab54d39e3a263bfafaeaadfc, Brent ,Sims,CTO,Hicks-Goodwin,brent.sims@nguyen.info,(205)504-0951,Closed - Converted,Advertisement,Nigeria,2025-03-17
f4e3b03f-c31a-4c76-883e-29d494f9e4d6,372fe726e517411fa77367c5746d4d658cc4480e7549dfe52785321bcf868346,Zachary,Anderson,Director,"Hendricks, Anderson and Butler",zachary.anderson@serrano.com,8819550022,Working - Contacted,Advertisement,Lithuania,2025-07-24
c3be9787-930f-4d0b-bd40-d5f82128b20f,2f198211a808aa1186db04e0444626a4942c3446134c273b6c8b1017829cf8c9,Chelsea,Silva,Manager,"Escobar, Johnson and Murillo",chelsea.silva@cross.biz,936.096.4002,working - contacted,Advertisement,Dominican Republic,2024-11-05
ac497ca4-9d46-4557-bc22-efca0536aab3,9bbc9af61b4f6dde8ffacbcdd82534d5d73a9cae17c4f81ffc1b3d46c0813ef3,Melinda,Novak,Analyst,"Norris, Thomas and Davis",melinda.novak@rocha-rodriguez.net,,Closed - Converted,Phone Inquiry,Liberia,08/11/2025
6dd622ef-871e-4a29-8100-a877491f07ff,888e3309574b21862efc280931533cdba82dd8d2725927732f23caf236f8275d,Brittany,Johnson,Analyst,"Barnes, Harrison and Tucker",brittany.johnson@mendez-carter.com,917-732-8831,Closed - Converted,Partner,Portugal,2024-12-02
86426a8a-f878-48e4-9f02-68c3f930db39,2753ef2b3ad73dffd516592769d2aa86863712d68ced7cf2b462cbc3ea5a1202, Jonathan ,Winters,Data Engineer,"Green, Flores and Allen",not_an_email,(789)662-8118,Working - Contacted,Trade Show,Falkland Islands (Malvinas),03/05/2025
952acd24-f4a1-4de2-af9f-94936e432c39,60c2bf81095f8092f42868561d57c9bf7c674919d1eafd6c75ac6095660e75cb,Jonathan,Adams,Data Engineer,Gomez Group,jonathan.adams@lopez.com,242.582.8677,Working - Contacted,Phone Inquiry,Gibraltar,2025-04-06T21:30:23Z
4c818644-f7d6-47ae-a36b-ca536f4347f6,7e10a3fd9ac125c3fc994487a8f41d369519b64fee8163408985644ba2f2da8d, Mark ,Weiss,Analyst,"Buchanan, Wells And Farmer",mark.weiss@robles-williams.com,235.236.4431x516,Open - Not Contacted,Trade Show,Croatia,2025-08-29
f76c161c-eec0-4f9c-b946-2bed5bf2adf1,48308a20eb840fd344ce8bbf6758102bf435e6ce9ce3979394fda7b9f64e680d,Kendra,Rice ,Engineer,Robles-Lambert,kendra.rice@schroeder.com,653-698-3806,working - contacted,Phone Inquiry,Cote d'Ivoire,2024-11-29T21:30:23Z
d23d819c-8bbc-4230-8722-df02e8b4dda9,446469586574d22a290b2296a076cbbf4d04ae9d142195af7aa6b939b210645d,Melinda,Reed,Manager,Knight-King,melinda.reed@tucker.com,(237)291-8289,working - contacted,Web,Guinea-Bissau,2025-01-29T21:30:23Z
586faecd-2bd7-4948-9c35-9f9fc8ab6b88,cdf54820d841cfb4f5f15edb461660f805c8efd61483f475dea9fe15d0e588f6,Joyce,Bender,VP,Salas Group,joyce.bender@howell.com,+1-650-591-3964x3508,working - contacted,Phone Inquiry,Italy,2025-05-13T21:30:23Z
a82b4cf4-1be8-4987-b40b-c6593a959041,00fae86db69a565995d8695331924b63f16677f081b47814c8be85d84ccef25d,Elizabeth,Mckay,Engineer,Baxter-Reyes,elizabeth.mckay@miller-stevens.com,+1-127-256-2807,Working - Contacted,Advertisement,Monaco,2025-07-26T21:30:23Z
d6856638-ef8c-46b9-94da-fe32d244cebc,ac2d082c4605f4dcdb0acb991a5e9358afa346694e216e2b5136118cd34df201,Stephanie,Rojas,CTO,"Taylor, Sullivan and Rodriguez",stephanie.rojas@french-bishop.com,001-188-247-0824,Closed - Converted,,Nicaragua,2025-04-23T21:30:23Z
79bcd31d-a840-4c86-bb02-0626c71daec7,ec4d78c8962f5f989d4ae3efd5b8a99b38d3c4a120c81711441cf74f0cea8d0b,Ashley,Reyes,VP,Jones Ltd,ashley.reyes@holmes-williams.net,917-146-1464,working - contacted,Phone Inquiry,United States Virgin Islands,2024-10-12
8bacf904-06e1-4811-8a61-c901e4e6db02,d37c77a780c9bcb836cd554a89fd29b3854f7d463cc0556b8ad233c50df19d06,Jennifer,Cobb,Data Engineer,Douglas LLC,jennifer.cobb@dixon.info,001-952-970-7617x20124,Closed - Converted,Advertisement,Ukraine,07/07/2025
dfec9385-abe6-43e5-ba91-3deafd07ca90,c313d1e295fbfc6b3c93fb6ff160129a0d336151ec03abd88f5fd1bd9bd0a374,Cheryl,Brown,Analyst,Stark-Gibson,cheryl.brown@baker.com,+1-115-419-7299x74526,Closed - Not Converted,Referral,Guatemala,2025-05-02T21:30:23Z
1fbcfe2d-ccf4-4379-8af3-6471b6ccf342,e770b4de458eab7a88d0b40550043ce4223225d8695610018cddfc2880e24d74,Victoria,King,CTO,"Anderson, Melton and Roberts",victoria.kingramos.com,+1-877-744-2629x9042,Closed - Converted,Partner,Palau,2025-09-19
6dcb35f9-53f4-4ebd-acce-7f29dd428224,ce3e8b0cece87b06a45f5e818ff6dd24e189858613504c55363b921933c43f95,Katie,Simon,Analyst,"Hines, Phillips and Smith",katie.simon@drake-villanueva.com,664-707-4615,Closed - Converted,Referral,Argentina,2025-04-18T21:30:23Z
69c87475-d5ef-4cb4-8330-39400c4d4809,9018115aa62e9757a1f406587e7a7ae85995be3ffbc5c5eee44b98fd76a7df77,Adrian,Osborne,Analyst,Koch LLC,adrian.osborne@singh.org,001-296-320-1176x588,working - contacted,Phone Inquiry,Christmas Island,01/12/2025
241f67cc-ae67-4625-9b33-1c5faab29fa6,202014bf3531c420430704593fcc87e795aaf3b5ccd88aa4c20a36d97397fc83,Chad,Gilbert,Engineer,Ramos Group,chad.gilbert@olson.com,001-051-224-0411,Closed - Not Converted,Referral,Bermuda,2024-12-12T21:30:23Z
6a7a0c27-011a-46cf-bbc7-752598a13cc3,4d0d9d89932ba60fd19b2bcbc52ef3b30c360e609b3d9f15b81f2c7db6a82338,Tammy,Dean,CTO,Wilson LLC,tammy.dean@barnett.com,,Open - Not Contacted,Advertisement,Sweden,03/11/2025
ddcf54ff-345d-4ba2-871a-05286b58c851,4823c1a3bfaac9913220bc898183f39a8f676b5ffd395ad5ab0023eb3c623083,Anne,Shaw,Analyst,"Murphy, Johnson and Garza",anne.shaw@gross.org,348-943-8036x89210,Open - Not Contacted,,Rwanda,2025-06-15T21:30:23Z
08acceb5-4839-47ea-9fad-92ea58f317e1,UNMATCHED_05ac68b4-0,Brian,Hunter,Analyst,Ali-Hudson,brian.hunter@lawson-smith.com,(906)431-2139x58594,Closed - Not Converted,Web,Lithuania,2025-03-04
10b57c01-9193-46bd-a111-2ff5729a9b67,ffef3f47e9aa0dd164ac7e05f6791cea443242f952a5b6e88f2631be4e55c641,Luis,Stewart,CTO,Lindsey PLC,luis.stewart@jacobson-jones.com,(870)692-8922x37174,Closed - Converted,,Mexico,2024-12-07T21:30:23Z
95c3dbfd-72cb-41a2-8612-de695c619ebd,b26c97afa3823f838722b0c342fc2d031b565fcda6d2093dc12592af0811b834,William,Lawrence,Engineer,Ponce-Bennett,william.lawrence@brewer.net,(676)681-3493x9827,Closed - Not Converted,Trade Show,Saint Barthelemy,2025-04-25
cf4fac4f-ad01-4754-b163-f92037767c24,da73d4cc6426de662558cf67e6f3c45878506dfe7ff2965aff1faaddf79167fd,Barbara,Morris,Analyst,Young-Robinson,barbara.morris@randall.net,001-151-716-9246,Working - Contacted,Referral,Vanuatu,2025-05-31
d5b5404a-04f1-404e-b252-b4a60c51d18c,38035a1503ec146fc3b1cef9cdd9f6a78792c75e0fe87fff32e4c8ff66cc3a58,Jenna,Russell,VP,"Davis, Larson and Mccarthy",jenna.russell@johnson-mccullough.org,001-628-066-6196x43357,Closed - Converted,Phone Inquiry,Colombia,2025-01-06T21:30:23Z
17651a15-d62c-402d-9ba4-21acadddea14,3d3f354c869edac7811069bd29cfaf37eaa31abec3c26ce95ce446e9d4533bae,Molly,Beck,Data Engineer,Holland Ltd,molly.beck@willis.com,001-213-090-8821,Closed - Converted,Partner,Palestinian Territory,08/13/2025
ea38aeb7-beae-4327-a67f-cf6f5ea8c86a,32a76e57896afdf567bd9915db7bc9097821f5062f2688703b64342624105224,Ruth,Vasquez,Data Engineer,"Myers, Swanson and Wilson",ruth.vasquez@rocha.com,001-937-224-3681,Open - Not Contacted,Phone Inquiry,Cape Verde,08/24/2025
3179a471-e8ce-431e-a1d7-dc17d3f190ec,51fddeb9bc0a41d1b3b46fb29a8f2aa6b203de1d80c631ced3fb7116ec55fd57,Scott,Holmes,Director,"Thomas, Ford and Warren",scott.holmes@garcia-yang.net,(568)276-6058x78811,Open - Not Contacted,Web,Slovakia (Slovak Republic),2025-07-19
40e5f75f-8a56-4208-bce9-dd1c08533a3c,5160ec3adda11f55e0c2edf45e7caca6b1ee6abda309488011e63ee6ffb3dc78,Traci,Chase,Engineer,Wilkerson-Young,traci.chase@kent-white.com,934.342.2637x47686,Closed - Not Converted,,United Kingdom,2025-03-03
be4a0627-9eef-48fa-8ca4-f6638e9f8aff,541a903aa745ea714ecd9720942851568f9c8ff465e76103502304467465ddbf,Jennifer,Chan,VP,"Jackson, Jenkins and Scott",jennifer.chan@brown.net,001-994-635-5717,Open - Not Contacted,Referral,Fiji,2025-06-16T21:30:23Z
ba0b2271-c253-409c-8b79-8a4c332e5955,0ed196b5c480211f78eebf5ad6b208fc66c81954bfd16d19990a0b4e81fbafe4,Ryan,Humphrey,VP,Osborne LLC,ryan.humphrey@johnson-robbins.info,+1-027-256-9995x785,Open - Not Contacted,Advertisement,Turks and Caicos Islands,2025-07-06
74c7d0da-7ed0-45eb-8f20-9e4e6e2d16ba,2151573f380c9ce734106b5188374ee9c9684982e2b20cd38f5a01a362776dda,Kimberly,Edwards,CTO,Yang-White,kimberly.edwards@miller.com,001-232-342-6528x377,Closed - Converted,,Iran,2025-02-15
3137c6d2-6a91-459f-aeef-decc48c81bac,5d07786d03790b67cb9034f96488da804d0369c78be28e4a138e2a07558064eb,Beth,Welch,Analyst,Valencia Ltd,beth.welch@duncan-contreras.org,001-128-959-0264x99698,working - contacted,Referral,Lao People's Democratic Republic,2025-04-19
67c9ca57-3ac6-4be8-869c-d6977365975f,685432f3751e14e54bf11c0749d11bf07ea8d8fbbc0e915691198e05b8730201,Vanessa,Cummings,Director,Bird-Greene,vanessa.cummings@miller.net,001-286-111-6236x07623,Open - Not Contacted,Web,Cayman Islands,2025-05-10T21:30:23Z
1fc4e6fd-d9fb-40de-97fb-ec575e224175,89983ac2b8d8170e04ba5a2bd4f90ce73b2c7e3393ec229dd1904ac1abf57cf3,Julie,Bond,Manager,Bowers Inc,julie.bond@chen.com,(198)669-6121x8476,Open - Not Contacted,Trade Show,Lebanon,2025-04-07
4e22b25f-9cca-42bf-9183-6c650a7828cf,a76b7fc17dd40cd82c4293a800a4adba44960fccd1c363dfe5b7231d2248cbb1,Brian,Roberts,Manager,"Barber, Hernandez and Lee",brian.roberts@higgins.net,364.761.4168,Working - Contacted,Trade Show,Bermuda,2024-12-06T21:30:23Z
278e7998-0c02-4474-a205-99ba3149e7a8,6dd595b4874a3ecc9fdfb9c9b70f007eb586ff55cc657b3411f335d8ff42c696,Angel,Rivas,Manager,Robbins PLC,angel.rivas@hunter.com,6525937882,Working - Contacted,Trade Show,Kenya,2025-08-31
80da03ac-0fda-48db-a79a-ffed45d60ac6,23bdc6a63e520b7cd7fa20ce14706a8feeda10ae8d8850d1de496c94365c7c0f,Patricia,Patterson,Engineer,Russell and Sons,patricia.patterson@wilson.org,121-842-9953x76816,working - contacted,,Equatorial Guinea,2024-10-22T21:30:23Z
d49881e6-ce9f-430c-91d2-8ed9834839df,2519a3fd15edc3a46e23511071835353ba45aed13e8e69605658cd0cdd618bee,Cody,Contreras,Data Engineer,Boone and Sons,cody.contreras@cardenas.net,001-606-276-8138x7300,Open - Not Contacted,Referral,Brazil,04/23/2025
b2257bec-1a0d-4af4-b7f6-9da6b5381b1e,fc7983bf00685661cd271a0129ca129760d0b27477916352270e4cf4ed0f063a,Katherine,Davis,Data Engineer,"Mitchell, Carr and Moore",katherine.davis@newman.net,610-717-9662x424,Closed - Converted,Advertisement,South Georgia and the South Sandwich Islands,2025-01-06
1596e670-2904-4736-86e2-164d1f56c2cf,47cab2ef9a2b599bf50dac209f06c9f3a3f2da165bb8f7ba3c13fbd02825f038,Albert,Poole,Manager,Dalton Inc,albert.poole@shah.info,001-136-809-8996x746,working - contacted,Referral,Norfolk Island,2025-08-18T21:30:23Z
bf5dbb30-b017-489d-9a1c-e574d430e39f,0e5d5833f874ceabd1463247ed9827e708f5de90b21f32d71ccd69212b401277,Christina,Richardson,Engineer,Carter Group,christina.richardson@wilson.net,2915589311,Closed - Not Converted,Web,Reunion,2024-10-27T21:30:23Z
dc843b96-9b3c-4759-a6c4-6e2636f217d0,2533629933d3e81198ad390522cc08bcb80d02bdc66690fde90273be341c5d3a,Jessica,Warren,Director,"Hall, Miller and Watkins",jessica.warren@osborne.org,(959)838-5317x732,working - contacted,Referral,Thailand,2025-03-26
7249c697-efa2-478f-82bf-c8a8ecb627b8,2fabae6cbb1e9b124f0645770ceb3154387ec0def0d651b6de108d7b9e8c37b7,Brian,Tucker,Director,"Mora, Carter and Barnett",brian.tucker@baker.info,+1-222-487-0171x88944,Open - Not Contacted,Referral,Botswana,03/09/2025
e05507be-d27b-4f37-8eaf-6bb24b83236a,a82bc6d89dc0b584bc5dc54c387403a4928acd7e44e1abbda5b5df6f16d4c2d9,Jeremiah,Keller,VP,Avila LLC,jeremiah.kellerarcher.com,001-820-666-2243x1509,Working - Contacted,,Mexico,2024-11-16T21:30:23Z
94e4da93-7a22-4a7d-9524-300afe25401d,bad4907ed834db273c68edca7513d924e17876ff7a55a1e89927bb013fc91ec4,Michael,Townsend,Analyst,"Moran, Williams and Reynolds",michael.townsend@schneider-bullock.com,816.866.4329x92016,Closed - Not Converted,Partner,Martinique,06/21/2025
dd125b51-f355-445c-a311-7c78f56cc770,f469a09783641931e9cd478cde93a04c516563064bd0f7197d63fcb501342ac6,David,Garcia,VP,Hickman-Strong,david.garciamay.org,365.966.0010,Working - Contacted,Advertisement,Cook Islands,2025-07-29
7fc8a4c0-e17b-42ba-808b-6b6e93ca6d0d,6cf0828daa8260edf86a44f2266c0a390964ed0be01937aecf0f1a1ee91563be,Matthew,Holmes,CTO,"Smith, Jacobs and Willis",matthew.holmes@miller-williams.net,+1-331-049-5967x7769,Closed - Not Converted,Referral,Japan,2025-06-29T21:30:23Z
759d1426-457a-4a38-b46e-ac9af146497e,ecb924519ea453794dd294c8edf38376ce13b55b6997f108b2da1785094c12d3,Melanie,Johnson,VP,"Chandler, Shaffer and Steele",melanie.johnson@martinez.com,075.598.3164x4470,Closed - Converted,Advertisement,China,09/15/2025
ae10abca-fae7-4e7b-a57a-cfe9c66af103,aec2c8430e3a004c26893d0570d7933539ec7ef050d9061a248c2fe95da279f8,John,Spencer,VP,Golden Inc,john.spencer@cochran.com,2219077855,Closed - Not Converted,Web,Syrian Arab Republic,2025-05-16
4af64897-a6a8-4f9a-a6f4-204495d067e0,2d65532d59ab623f620bb8cea0b5ad7e49405343aad4568dbc87606545b29c39,Mary,Russell,Director,Goodwin-Jenkins,mary.russell@hoffman.net,+1-189-980-8070,Closed - Converted,Referral,Marshall Islands,06/18/2025
37a739c3-9eeb-4b40-bd8c-25f25e85bf99,639ad24069dbb829253d71c1315632964526f7c36b70ba571b5cdefc59fe2ca9,Keith,Jackson,Analyst,Mccarthy Inc,keith.jackson@rice-higgins.com,+1-695-910-6141x80413,Working - Contacted,Web,Denmark,2025-06-12T21:30:23Z
e5dcfa6e-d802-440f-b5b3-ab0c9d004fb1,e03a4be970c57e83d57947032fcaa9d4a60dfa63ba1aba587d14efabd2927545,Ashley,Lopez,Analyst,Howard Ltd,ashley.lopez@page.com,(647)180-8185x6597,working - contacted,Phone Inquiry,Fiji,2024-10-22
fabc903c-d3b3-43d7-8cd8-a0ec43bf64a3,53fde8c1415ed41b8ee23166d082084309cc864e2469b1d6492af3d8dbccd5b2,Ronald,Banks,Data Engineer,"Leon, Martin And Spears",ronald.banks@hamilton-hughes.com,783.193.5204,Working - Contacted,Phone Inquiry,Greece,2025-06-03
bb5cc85a-3d30-44c4-b626-83655ac38a5f,ecbfd004a0d94c1a4e8eace10ccd09f8ad377b2b446cfd541ec53f0f9a3643d1,Elijah,Hall,Director,Williams-Washington,elijah.hall@kim.com,(679)742-8368,working - contacted,Web,Georgia,2025-07-26
19fd326c-9896-4d8e-8c0d-2376175ccb80,ff50f8c20431c72b369225e870540fd0f490ff67f389579bda4212e2355fbe5a,Rita,Riggs,CTO,Gordon and Sons,rita.riggs@wu.net,(021)479-9262,Closed - Converted,Referral,Moldova,03/07/2025
d0ac4643-4964-4265-baf3-7fadd288d14b,86987f3b4d8d2cce7de8ab539db93101a5067e7a68fb37c2025f2437c5d94612,Alex,Holloway,Director,"Arias, Webb and Conner",alex.holloway@banks-alvarado.com,832.602.5212x392,Closed - Not Converted,Advertisement,Botswana,2024-11-25
484e3d60-1e43-422c-bc35-98131d55301b,0db72b461331c257451bd56c89f009f37fd296cb0345e3346019c2d1a96c4521,Tyler,Oliver,Analyst,Brown PLC,tyler.oliver@clark.org,062.709.3321,Closed - Not Converted,Trade Show,Cote d'Ivoire,2025-10-02T21:30:23Z
5174cf50-0a96-432e-9ceb-0df8547d681d,63d5235e4f47258cc2858ca809a3720a08a612bf13b71630a6e49b6deef448f9,Jillian,Hernandez,Analyst,"Carter, Johnson and Roberts",jillian.hernandez@owens.com,531-208-8279x97039,Open - Not Contacted,Web,Poland,2024-10-27T21:30:23Z
ccd38a42-a2fe-4281-bd1b-481ae34e5b66,0691c2382147bb2889021841d086fdbc7c0d7432d04a444a36a71951dc621234,Elizabeth,Orr,Data Engineer,Faulkner Group,elizabeth.orr@johnson.com,+1-812-870-1252,Closed - Not Converted,Web,Malta,2025-05-20T21:30:23Z
851f764e-a612-4354-b73e-cb93d8a36f10,7f681ee52f2c5c9ac85cd63d3f2e05b595823753c6f5f1416c1794c4ad0a88a6,Sarah,Garcia,Director,"Barron, Hernandez and Williams",sarah.garcia@porter-lawrence.com,518.479.6868,working - contacted,Trade Show,Syrian Arab Republic,2024-11-22
cfe400d7-ce8f-4fa5-a81b-d6d67f697722,2f232aa6a842d6909051bc429a184e60f30aac51be350e82df0a5a4d5434a010,Jeffrey,Holmes,VP,"Smith, Moore And Holloway",jeffrey.holmes@garner.info,655-791-0743x68605,Working - Contacted,,Western Sahara,03/14/2025
14b7e09c-dcb6-462a-9ee8-970303d42bf1,000e96f4cbec4961dc4e24deb663837f45b1250bf49ad80f9ee0ecd29f14550f,John,Powell,CTO,"Wilson, Williams and Evans",john.powell@taylor.com,376-909-9688,Closed - Not Converted,Trade Show,Romania,2024-10-19
50765622-d177-45a1-93da-cdd84179275f,f7ddb722dfb55d49e4510f16d5fc0381f34bb5cac7b5c6c031d9b05ac3af9d8f,Christopher,Owens,Analyst,"Hoffman, Cummings And Kidd",christopher.owens@dodson-myers.com,357.946.8297,Open - Not Contacted,Referral,Denmark,2025-07-11
bf5aba5f-a27d-4080-ab97-ea8bf4269db6,5f007921a873ffd9e3271806225c17042537485b64534fddba8e2bfa56003b88,Christine,Davis,Analyst,Thomas-Leon,christine.davis@gill-parrish.com,001-524-375-0421x1003,Working - Contacted,Phone Inquiry,Timor-Leste,11/23/2024
