lead_id,First Name,Last Name,Company,Title,Email,Phone,City,State/Province,Country,Lead Status,Lead Source,Record Source,Ingest Timestamp
287dfd22-6795-4bd7-ba68-7976504bdc29,Jonathan,Pratt,6b67ec76-69f1-49d2-9c4b-d71a5e51fe3f,"Programmer, applications",louisbennett@gmail.com,+1-776-580-2854x493,Teresaland,CA,Marshall Islands,Qualified,Referral,salesforce_leads,2025-10-12T04:56:39.766571
23dd6bed-1fea-4f89-a79f-d94df204d139,Audrey,Morgan,4209ef23-bfaf-4042-89d8-ec30f0f99879,Tourist information centre manager,lgreen@gmail.com,(195)981-1132x4858,South Erika,AZ,Saint Kitts and Nevis,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
b1fabcfb-e909-4214-8296-f08cd6b48a29,Vanessa,Brown,43fe8cf1-e309-4a6b-a236-c7d193c2283a,Product designer,stephenanderson@yahoo.com,(430)507-6424x468,Mariamouth,IA,Chad,New,Referral,salesforce_leads,2025-10-12T04:56:39.766571
ed1f6726-ea89-4e07-94bd-bed9b20dd875,Ariel,Castillo,90a76918-4e7c-4357-b823-5118fbb8ef52,Dentist,alanwong@walker.com,(412)903-2035,New Jacob,NJ,Uzbekistan,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
29960d6e-da88-4979-966e-c660044962d6,Dana,Cabrera,af5fbf44-18d4-4b78-b84e-f2f4dd84519c,Geographical information systems officer,alexandria27@yahoo.com,317.401.2374x36583,Port Jennifer,CO,Isle of Man,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
a62dd8fb-badd-4253-828a-12a313fba50f,Sara,Woods,ec3844ab-5a2a-42c0-b8d9-e328a84b2db0,Systems developer,joshuadominguez@gmail.com,(936)295-2024x6254,Morganhaven,WV,Micronesia,Working,Email,salesforce_leads,2025-10-12T04:56:39.766571
4a21cde5-c2cc-4325-8c54-34b5174261e4,Jessica,Hill,b23a0949-c8ee-4505-8fc3-019227068147,Printmaker,canderson@yahoo.com,(829)255-0524,East Michael,CA,Saint Helena,Qualified,Web,salesforce_leads,2025-10-12T04:56:39.766571
9417972f-7d11-41aa-a6ca-dbac87f7b7b5,Stephanie,Armstrong,fbb5d473-f8a6-4507-921c-295a29e2e8d9,Passenger transport manager,aaronprice@wade.com,3184739671,East John,FL,Albania,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
8d92a23c-3222-43b5-b624-71d9bbae3868,Terri,Robinson,543f5681-6b08-4bca-9fa9-2646a9577e3d,Health promotion specialist,huntpamela@sanchez-knight.com,683-092-1949,Johnsonfurt,NY,Northern Mariana Islands,Unqualified,Email,salesforce_leads,2025-10-12T04:56:39.766571
c34e545b-0277-4a68-be5f-5309c85ea45d,Henry,Bradford,49123a10-46d9-47db-a755-425a0346b4d1,"Surveyor, insurance",ralph38@gardner.com,(102)511-0178,Karenshire,IA,Netherlands Antilles,New,Web,salesforce_leads,2025-10-12T04:56:39.766571
665ad6d2-e0a3-4499-a470-d9c6bd070044,Autumn,Long,5b482d8e-ed47-43a5-8ac4-7e4bbf7a7134,Youth worker,huntcalvin@martinez.org,352.166.4399,Woodtown,AL,Panama,New,Referral,salesforce_leads,2025-10-12T04:56:39.766571
1199b60f-5a47-43bb-ad36-459dadf074b1,Zachary,Hood,484f367b-ed10-4ae6-9de7-f010b7d13261,Chemical engineer,davidreyes@yahoo.com,001-632-620-3606,Sarashire,NE,Malta,Unqualified,Web,salesforce_leads,2025-10-12T04:56:39.766571
8acf29cc-113d-424c-a62e-e281ba9fb762,Ashley,Brown,b067d07f-d741-41a2-b7e9-7babe0b46870,"Psychologist, occupational",perry76@gmail.com,(184)360-7463x27304,Lake Teresaside,AK,Niue,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
941badd0-b513-46dd-9a6d-8368f6886278,Ashley,Owens,5dbd606c-3abd-4b96-9f2c-cda836b1af08,"Engineer, agricultural",timothy78@parsons.com,241.566.1008x67454,Frostfort,CT,United States of America,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
e7d9be2d-4b78-4d04-bdc5-be73a13fdfb4,Kevin,Murphy,26ed2c59-b36f-4202-95e1-eb9cf39cd8bb,"Nurse, children's",christina11@parks-robinson.net,+1-043-879-0779x17434,Darrenchester,ID,Cook Islands,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
1d0148f4-05a8-4dbe-b92b-6e1efb792446,Susan,Ballard,6bfc4bd5-49b1-4c81-a326-f4acc9c6508e,"Surveyor, mining",douglasyoung@stewart.com,544.310.4354,New Brittany,MI,Sudan,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
052235a4-db90-4b6e-a79a-baa64c704d90,Robert,Moreno,dfc858a9-a2e6-48cf-95fc-ec3683e9c55a,Planning and development surveyor,amontgomery@yahoo.com,755-960-6028x67263,South Aaron,WV,New Caledonia,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
296e04c3-4f65-42d6-96a2-7be1171545ed,Kyle,Black,edfa6eaf-7f65-495f-8fea-b90a23291a48,"Teacher, early years/pre",erichouse@watson-manning.com,971-650-4036x5795,North Kristinhaven,IL,Antigua and Barbuda,Qualified,Email,salesforce_leads,2025-10-12T04:56:39.766571
7da710dd-3c5e-4fb4-85a5-989cbaa53c7a,John,Allen,974994a6-e013-4257-b264-aedccd47215b,Armed forces training and education officer,jgonzalez@sanders-vincent.info,+1-757-291-7828x39062,New Barbara,ME,Pakistan,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
bb8244b9-dc14-49ea-a93d-7421468e3a4e,Allison,Gray,ca15b9f7-97e9-470f-82fe-33a1c0d9d450,Administrator,amejia@alvarado.com,+1-513-681-0050x8886,Christophertown,WI,Greenland,Unqualified,Email,salesforce_leads,2025-10-12T04:56:39.766571
e36b2c5a-e87f-485e-b9d5-ec22fa497f84,Brianna,Newton,39e0e495-1aba-4956-939f-483df0eabb10,Audiological scientist,laura39@hotmail.com,067.795.0411x541,Jacksonchester,WA,Austria,Working,Referral,salesforce_leads,2025-10-12T04:56:39.766571
b89fc71f-58db-4251-a6d9-4c8b605f4c2f,Nicholas,Hubbard,5bde27aa-ff5c-4768-9c09-18d1577566ec,"Designer, furniture",ptaylor@lopez.net,(409)762-5363,Stokesfort,LA,Northern Mariana Islands,New,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
42687d5f-cf09-49c9-babe-b1796416d480,Virginia,Simpson,4bd678c3-ec3d-421a-9158-85eebb811f33,Forensic scientist,ypage@clark.com,277-439-7361x2379,Jasminehaven,NH,Cote d'Ivoire,Unqualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
c6946649-6354-4e3e-b345-7160a6eafbe2,Michelle,Clark,f49282f4-f99e-4727-bd79-7149f2a76d60,"Engineer, drilling",cruzrobert@hotmail.com,(790)886-5602x945,Lisashire,AZ,United Kingdom,Unqualified,Web,salesforce_leads,2025-10-12T04:56:39.766571
d9123701-5d38-4ee6-ab5c-be04c44310df,Anthony,Garner,647fdaa9-07e4-4dd2-99ac-37c7e05b8127,Race relations officer,jason09@gmail.com,001-456-134-6194x4180,Navarroville,WV,Aruba,New,Referral,salesforce_leads,2025-10-12T04:56:39.766571
9d8161f3-1e8d-4fa7-b1ff-a85610ad878f,Maureen,Ruiz,af2ec5d2-83d8-460f-8cc9-f4a14c3cc642,Research scientist (medical),smithjoseph@williams-shaw.biz,929-593-6179,Debramouth,IL,Timor-Leste,Unqualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
3f3aa052-c4b0-40e6-a14d-1ad1ba733f62,Eugene,Oconnor,4a90cdfd-62ea-4df4-a724-4acbcfcd06bf,"Surveyor, building",waltonadam@white.info,(843)557-7574,South Davidshire,OR,Slovenia,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
f19cbb4b-9478-4ce5-b526-631b17ccf1ba,James,Johnson,4f058606-06f2-412b-8970-9ab1e40957b8,Geophysicist/field seismologist,omcbride@jordan.com,+1-579-922-0812,West Lesliemouth,HI,Wallis and Futuna,Qualified,Referral,salesforce_leads,2025-10-12T04:56:39.766571
7dd79d23-7d1b-4373-a16c-1dc51a242edf,Richard,Rodriguez,f9a78b76-4f59-4cb8-b33e-e78060f99e7a,Intelligence analyst,schultzedwin@walker.com,(451)148-4451x142,Port Amber,KS,Chile,Working,Email,salesforce_leads,2025-10-12T04:56:39.766571
1cdf1862-f882-4ee7-9bcc-588f0cce43f9,Megan,Bray,5e332262-4479-4ba3-ae90-5f9063d7e8e8,Museum/gallery exhibitions officer,gregorymcclure@hotmail.com,(111)354-4434x588,East Lindsey,LA,Dominican Republic,New,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
efa8e651-6efd-4d67-9eeb-d327c9993ad5,Darryl,Smith,09dcea43-ae85-4d9d-b50e-ded2e3c42fd0,Chief Technology Officer,kathrynbrady@daniels-mccarthy.info,319.026.7005x437,North Christinamouth,CO,Mali,New,Web,salesforce_leads,2025-10-12T04:56:39.766571
63fcd645-b54b-4b35-9695-7f5cbd314765,James,Nichols,83eede07-fad6-4b9a-9b50-86dfc8b65ae9,Catering manager,joshua85@gmail.com,+1-351-993-3119x6603,Thomasfort,NE,Burundi,Unqualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
33734c6b-10f5-441c-881c-22361e062b2b,Jenny,Alexander,f24c7b8f-a442-403c-bd53-f0a6800973f9,Chief of Staff,xhall@hotmail.com,082-113-9361x1457,Nelsonfort,DE,Brazil,Working,Web,salesforce_leads,2025-10-12T04:56:39.766571
1d2c3c07-c965-4fa2-9bd5-52a54593daac,Joshua,Phillips,42cbb420-d438-41ae-a2f4-00384ebaa594,Horticultural therapist,laura01@hotmail.com,199-698-3174,Richardborough,AR,Armenia,Working,Web,salesforce_leads,2025-10-12T04:56:39.766571
aaf4027c-9e1b-4b20-b338-e237b063bdcd,Matthew,Knapp,67db9d6d-e472-44b0-a36e-4ebd73b17936,"Engineer, site",stephanie38@yahoo.com,(994)680-8413,Kathyfurt,AK,Iran,New,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
ecb29079-f13b-42ed-8d39-5bd4d222b069,Kelly,Petty,63e6d2f7-f7ef-4c97-95c0-f6f4e2ab6de1,Sport and exercise psychologist,nicolewilcox@gmail.com,027-995-1011x426,Thompsonberg,ME,Mongolia,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
bc0e7e06-9912-49e6-bf6c-f6428ad69004,Tyrone,Alvarez,adb53e0a-dcb9-49ed-8acb-5283e0894a22,"Geologist, engineering",dschultz@bauer-fernandez.com,504.157.6394,Riverafurt,MT,India,New,Web,salesforce_leads,2025-10-12T04:56:39.766571
cecbf3d1-10bf-45e8-83ba-9c3a2c710aba,Cody,Johnson,6a9e8709-0136-42c1-ba73-8b5025aa655d,"Psychotherapist, dance movement",janice46@krueger.net,303-980-1259x333,Hernandezshire,NE,Comoros,Working,Referral,salesforce_leads,2025-10-12T04:56:39.766571
54eaa4e0-46e9-4026-baa4-3d4a5ff70dba,Tyler,Garrett,1dd29b9a-36fe-41b6-bb09-c078baddb336,Environmental manager,oallen@yahoo.com,8791841028,East James,AL,Qatar,Working,Referral,salesforce_leads,2025-10-12T04:56:39.766571
3b845378-6ed8-4381-b11a-31a995063b87,David,Dawson,8a5a69b9-f8e9-419e-afa4-6f2e91776f13,Sport and exercise psychologist,sethweiss@hotmail.com,(040)752-4548,Williamsport,OK,Hong Kong,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
d2118397-afad-49e1-8942-8aaf1e49d5c6,Deborah,Robbins,6b2d5c68-d5b5-4adb-8a63-2a7d5989de31,Chief Operating Officer,christophermeyers@kennedy.com,001-388-542-0332x686,Cainhaven,MO,Tanzania,New,Email,salesforce_leads,2025-10-12T04:56:39.766571
d4bd79d8-ffdc-45f7-b61b-f7a97e6622ea,Cody,Alexander,f198575d-5ba2-4ed8-9892-a9da899f2b45,Land/geomatics surveyor,christopher94@edwards-jones.com,+1-216-813-6606x31039,Leonardland,FL,Guadeloupe,Unqualified,Referral,salesforce_leads,2025-10-12T04:56:39.766571
11b27e59-4b49-40e8-95fd-3e76dcbd65aa,Kelly,Hodges,d5dedfc4-967b-4c1d-acb7-a8a3bb22504b,Media planner,hayespeter@hall-hernandez.org,772-230-9836x60322,West Victoria,CA,Tanzania,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
6ed88582-0618-436c-bcb1-830060875efb,Keith,Taylor,650df985-e549-4c6d-b9bd-983a00d2a1c7,Homeopath,clewis@hotmail.com,570-007-9900,East Robertfurt,WI,Germany,New,Referral,salesforce_leads,2025-10-12T04:56:39.766571
4edc6a52-8dc6-4159-a555-e40db1502a4c,Seth,Hoffman,f7acc3bc-5ed2-4878-9a02-612f404c2356,Geophysical data processor,amy10@sampson.com,+1-489-020-4622x153,Cummingsmouth,NJ,United States Virgin Islands,New,Email,salesforce_leads,2025-10-12T04:56:39.766571
f81c5493-a416-4bae-a498-cd4652bd46a3,Cynthia,Smith,d5dedfc4-967b-4c1d-acb7-a8a3bb22504b,Forensic scientist,sylvia84@powell.com,877-772-0266,Melissatown,NJ,Heard Island and McDonald Islands,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
ce200f27-6d17-4d79-bab0-25cb0b931637,Jessica,Young,4b289b4d-8895-40fa-80d8-763434c9111f,"Accountant, chartered public finance",chendrix@gmail.com,961.058.8401,West Diana,NH,Holy See (Vatican City State),Working,Email,salesforce_leads,2025-10-12T04:56:39.766571
ec59b709-7f73-4fc2-a676-9bed5a32cc6a,Alexandra,Archer,49b60346-0af4-4896-8479-76354d45b2a7,Health visitor,fyoung@barton.com,009.015.2338x2087,Port Bryanfurt,NJ,Uruguay,Unqualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
2cce32ff-93bb-4fae-9e0c-d51986f9bc66,Michael,Johnson,efb7f18f-7d29-4a6d-bd79-bf6f85b75c0c,Education administrator,jeremytrujillo@yahoo.com,(102)347-7848,Benderside,PA,Macedonia,New,Email,salesforce_leads,2025-10-12T04:56:39.766571
f4a72447-2061-4526-ba30-9294e3769730,Robert,Rice,520490d3-76b0-4122-927e-1b72d6afd0e5,"Engineer, drilling",wrightwhitney@hotmail.com,011-547-1375,West Nancy,HI,Turkmenistan,New,Referral,salesforce_leads,2025-10-12T04:56:39.766571
94c78c05-07c5-455a-aa1d-9c585967522d,Jared,Thomas,2737ae85-3f3e-4266-ba57-0e009ee6b499,Associate Professor,cwalker@castaneda.biz,6504989891,Cowanberg,NE,Estonia,Qualified,Referral,salesforce_leads,2025-10-12T04:56:39.766571
930c62b8-8237-4f66-8dcc-8d4f4d3f79c1,Matthew,Keith,a30c9d06-d0fe-44ac-b505-a52de2d00167,Insurance underwriter,nicholeharrison@hotmail.com,559.730.5890,New Amandaview,ID,British Indian Ocean Territory (Chagos Archipelago),New,Email,salesforce_leads,2025-10-12T04:56:39.766571
cdb7fdc2-54c6-43ad-bb70-77b344f6cd8f,Christopher,Diaz,aecc70ea-6f8b-4b40-8624-2d0bc07ddecb,Commercial/residential surveyor,hgilbert@martinez.org,+1-335-079-0879x71843,Lake Nancy,NJ,Turkmenistan,Unqualified,Email,salesforce_leads,2025-10-12T04:56:39.766571
8257cc9b-38eb-46d7-a563-d0e0ae9eba37,Meagan,Davis,a98afe40-da24-4ad6-ad0e-97aa192b7b2b,Health visitor,kennethreynolds@yahoo.com,001-692-943-3649x978,Smithmouth,HI,Congo,Qualified,Email,salesforce_leads,2025-10-12T04:56:39.766571
e2089950-eb00-4099-bd97-88fe438bc422,Sara,Galloway,bbe066ff-4d3b-4df6-b8e0-2d9563d38534,Advice worker,brian63@gmail.com,+1-533-882-9136x081,Lamborough,NV,Hungary,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
50cfceae-7434-43ae-a56e-74386800d117,Virginia,Maynard,12c6cb96-3ae5-45b1-bfe9-0d9def2f6249,Pharmacologist,michelle45@gmail.com,007.875.6376,New Johnny,TN,Lithuania,Qualified,Referral,salesforce_leads,2025-10-12T04:56:39.766571
52d9f225-555e-4e5c-a865-14c2e7ca8fc6,Melinda,Stafford,4bd678c3-ec3d-421a-9158-85eebb811f33,"Engineer, broadcasting (operations)",patricia52@goodman.com,398.398.9700x2689,Port Timothyville,NH,Nauru,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
f575da54-816f-4ab1-9b7e-7cb113e6105a,Amy,Gomez,ca15b9f7-97e9-470f-82fe-33a1c0d9d450,Insurance risk surveyor,campbellwilliam@sutton.com,(180)979-6570x26784,South Jodyton,PA,French Guiana,Working,Referral,salesforce_leads,2025-10-12T04:56:39.766571
67e617da-8487-4566-a117-71d072dc0a49,Adam,Gonzalez,14e0097c-6a8f-4ba7-b8c7-bff3bb203f2d,Heritage manager,amberschmidt@gmail.com,799.052.7090x23136,Sheilamouth,NM,Mexico,New,Web,salesforce_leads,2025-10-12T04:56:39.766571
48dac179-6de7-4d66-91cd-4f41bddaa2e3,Michael,King,10b6cf19-107d-4fb6-bd06-c64a839d1e16,Publishing copy,douglaschristine@paul.net,985-711-7649,South David,KY,Brazil,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
b282f6ee-5954-4192-b023-ef8b70407622,Jacob,Melendez,3afea97b-92f0-42c9-bcfa-b0bd94f8475d,Emergency planning/management officer,sknox@hotmail.com,+1-707-259-4366,Shannonbury,NY,Samoa,Unqualified,Referral,salesforce_leads,2025-10-12T04:56:39.766571
5ea1941f-fa5c-4622-9429-3883cbf3c50c,Erika,Hamilton,0041aba8-2ba5-4ce0-9bfb-78831e3b43b8,"Journalist, newspaper",vjohnson@yahoo.com,001-762-881-1427x044,Port Marc,MO,United States Minor Outlying Islands,Working,Referral,salesforce_leads,2025-10-12T04:56:39.766571
9012d6ec-4093-482f-ba66-bf1d194490b2,Joshua,Howell,d3421022-d949-4b28-907d-a7bf3441b10e,Merchant navy officer,rachel91@obrien.com,(492)216-6545,South Williamview,NE,United States Minor Outlying Islands,Unqualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
865f48db-6ee5-4ddd-b6de-ab27f82ad7f3,Matthew,Lee,d0ba477a-1662-411a-b28f-e528ca7e8fc2,Fish farm manager,gbrooks@hotmail.com,7437699161,New Brianland,ND,Wallis and Futuna,Unqualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
153d4a5c-2e59-4bca-b12f-ae5d244ac532,Nathan,Graham,26f472af-dfc1-415c-b536-770d6a74a168,Systems analyst,gtaylor@yahoo.com,481-620-1431,East Monica,ME,Gabon,Working,Referral,salesforce_leads,2025-10-12T04:56:39.766571
7a7312a1-1538-449c-82b5-1049dd773d95,Joshua,Patrick,2bd56498-0583-4588-80dc-8a26ba2d46a8,"Administrator, sports",mariabush@campbell.net,(762)394-7259,Forbesstad,ND,San Marino,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
2351dc64-3d65-4cde-bf22-b7cba1cacca5,Mary,Curry,3e04349b-5d2a-44e3-8cc4-07ea10c3ca9c,Farm manager,steven32@delgado-peters.biz,001-766-411-2632x817,Port Cherylhaven,VT,Monaco,Working,Email,salesforce_leads,2025-10-12T04:56:39.766571
2873fcbb-045b-4476-9e04-1a76402dc802,Jennifer,Flores,5f0bfd4e-6bd1-4d4e-8f62-cd743d8f4844,"Surveyor, quantity",hthompson@church-owens.info,495.313.2020,North Jennifer,WY,Germany,Working,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
4d5175a1-0ca6-48fa-9159-8def752b1aef,Dawn,Burgess,2c431db7-03e0-43b0-ac5d-be2a0366fd32,Camera operator,swansonalexander@gmail.com,(877)075-3305x05706,North Douglasville,IA,Finland,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
7648c038-92fc-487c-9226-a455a76d4ad4,Kimberly,Wilson,af110454-a450-493f-a282-8f26e0c9eed2,"Administrator, Civil Service",christina90@yahoo.com,001-581-346-5050,West Codyside,RI,Palau,Qualified,Advertisement,salesforce_leads,2025-10-12T04:56:39.766571
